Class Code,Class Title,Class Description,Credit Hours,Class Instructors,Academic Career
SOCY 5841,Independent Study in Sociology,Graduate variable credit. May be repeated up to 7 total credit hours. Instructor consent required.,6,"D. Cook-Martín, K. Thomas, M. Desan, S. Bailey Mollborn, L. Peek, R. Rinaldo, D. Pyrooz, G. Walden, R. Masters",GRAD
SOCY 4441,Senior Honors Seminar 1,Helps students design and initiate an honors thesis based on original sociological research.,3,A. Stewart,UGRD
SOCY 4931,Internship in Sociology,"Provides an academically supervised opportunity for junior and senior sociology majors to work in public or private organizations to gain practical knowledge and experience, and allows students to make a connection between sociological theory and the &quot;real world&quot;. May be repeated up to 6 total credit hours. Instructor consent required.",6,"G. Walden, L. Irvine",UGRD
SOCY 5201,Graduate Seminar in Sociological Theory,"Examines theoretical approaches to core issues and problems in sociology, including the nature of society, the relationship between society and the individual, the role of culture and social structure, the sources of social power, and the conceptual structure of sociological knowledge itself.",3,M. Desan,GRAD
SOCY 6012,"Population Issues, Problems, and Policies","Presents contemporary perspectives on relations between population and society. Focuses on mortality, fertility, and migration, the major demographic areas, with reviews of specific demographic phenomena and controversies.",3,R. Rogers,GRAD
SOCY 6831,Graduate Professional Seminar,Offers guidance and instruction on topics related to advanced graduate study and academic life beyond graduation. Discussions will include writing journal articles; creating a vitae; writing dissertations; applying for grants and other sources of funding; the academic job search; and what to expect as a junior faculty member.,1,R. Masters,GRAD
SOCY 6841,Guided Research in Sociology,May be repeated up to 7 total credit hours.,6,,GRAD
SOCY 5111,Statistics 1: Introduction to Social Statistics,"Introduces statistical analysis in the social sciences. Introduces basic techniques of inferential statistics and several bivariate statistical techniques including t-test for the difference in means, chi-square independence, analysis of variance (ANOVA), correlation, and simple regression (OLS). Prepares students for the required course on multivariate regression techniques (Data 2).",3,R. Masters,GRAD
SLHS 4502,Language Disorders Across the Lifespan,"Provides students with an introductory understanding of the causes, characteristics, assessment and treatment of developmental and acquired language disorders in children and adults. Examines a variety of disorders including specific language impairment, learning disabilities, and language and cognitive disorders due to brain damage. Considers the challenge of identifying language disorders in children and adults from culturally and linguistically diverse backgrounds.",3,P. Kan,UGRD
SOCY 6951,Master's Thesis,,6,"J. Boardman, M. Desan, L. Downey, D. Grant, L. Hunter, L. Irvine, J. Jacobs, R. Masters, J. Menken, S. Mojola, S. Bailey Mollborn, F. Pampel, L. Peek, D. Pyrooz, M. Radelet, R. Rinaldo, R. Rogers, A. Stevenson, C. Sue, K. Tierney, T. Wadsworth",GRAD
SOCY 7004,Criminological Theory,"Examines the major criminological theories of the 18th through 21st centuries in Europe, Australia, and the U.S. Emphasizes the historical contexts and paradigms of knowledge influencing these theories.",3,K. Thomas,GRAD
SOCY 7171,Special Topics: Logics of Qualitative Inquiry,May be repeated up to 9 total credit hours.,3,D. Cook-Martín,GRAD
SOCY 7141,Third-year Paper Seminar,"Guides graduate students through the creation of the required third-year paper and helps establish productive writing habits. Includes assigned readings, discussion, peer review, and specific tasks related to scholarly writing. Students will revise and defend the paper during the semester following the seminar. Department enforced prereqs., <a href=""/search/?p=SOCY%205111"" data-action=""result-detail"" data-group=""code:SOCY 5111"" >SOCY 5111</a> and <a href=""/search/?p=SOCY%205201"" data-action=""result-detail"" data-group=""code:SOCY 5201"" >SOCY 5201</a>.",3,R. Masters,GRAD
SPAN 1000,Cultural Difference through Hispanic Literature,"For freshmen only. Organized around the general topic of cultural differences. Focuses on a related issue such as gender or history articulated in the literature of Spain, Latin America, and the Hispanic United States. Taught in English; students read selected literary texts in English from the various traditions. Does not count towards the Spanish major.",3,,UGRD
SPAN 1020,Beginning Spanish 2,"Continuation of <a href=""/search/?p=SPAN%201010"" data-action=""result-detail"" data-group=""code:SPAN 1010"" >SPAN 1010</a>. Department enforced prerequisite: <a href=""/search/?p=SPAN%201010"" data-action=""result-detail"" data-group=""code:SPAN 1010"" >SPAN 1010</a> (min. grade C-). Degree credit not granted for this course and <a href=""/search/?p=SPAN%201150"" data-action=""result-detail"" data-group=""code:SPAN 1150"" >SPAN 1150</a>.",5,N. Bocanegra,UGRD
SPAN 2450,Catalan for Spanish Speakers,"Offers an intensive introduction to the Catalan language for those able to speak Spanish. By the end of the course students should be able to communicate well in all language-skills areas: listening comprehension, speaking, reading and writing. Students will also have gained a better understanding and appreciation of the singularity of Catalan. Recommended prerequisite: <a href=""/search/?p=SPAN%203000"" data-action=""result-detail"" data-group=""code:SPAN 3000"" >SPAN 3000</a> or placement or five semesters of college Spanish or department consent required.",3,,UGRD
SPAN 1010,Beginning Spanish 1,"A beginning course that assumes no prior knowledge or experience with Spanish. A variety of language-teaching approaches are used to help students develop all four basic language skills: listening, speaking, reading and writing. Degree credit not granted for this course and <a href=""/search/?p=SPAN%201150"" data-action=""result-detail"" data-group=""code:SPAN 1150"" >SPAN 1150</a>.",5,P. Allani,UGRD
SPAN 2110,Second-Year Spanish 1,"Grammar review. Emphasizes reading, writing, and speaking skills. Department enforced prerequisite: <a href=""/search/?p=SPAN%201020"" data-action=""result-detail"" data-group=""code:SPAN 1020"" >SPAN 1020</a> (min. grade C-). Degree credit not granted for this course and <a href=""/search/?p=SPAN%202150"" data-action=""result-detail"" data-group=""code:SPAN 2150""  class=""notoffered"">SPAN 2150</a>.",3,G. Miller,UGRD
SPAN 2120,Second-Year Spanish 2,"Grammar review. Emphasizes reading, writing and speaking skills. Department enforced prerequisite: <a href=""/search/?p=SPAN%202110"" data-action=""result-detail"" data-group=""code:SPAN 2110"" >SPAN 2110</a> (min. grade C-). Degree credit not granted for this course and <a href=""/search/?p=SPAN%202150"" data-action=""result-detail"" data-group=""code:SPAN 2150""  class=""notoffered"">SPAN 2150</a>.",3,,UGRD
SPAN 3050,Spanish Phonology and Phonetics,"Designed to teach some of the methods, techniques, and tools of descriptive linguistics as they apply to articulatory phonetics. Students analyze important contrasts between sounds of Spanish and English bymeans of phonetic transcription.",3,,UGRD
SPAN 1150,Intensive First Year Spanish,"An intensive beginning course covering the same material as <a href=""/search/?p=SPAN%201010"" data-action=""result-detail"" data-group=""code:SPAN 1010"" >SPAN 1010</a> and <a href=""/search/?p=SPAN%201020"" data-action=""result-detail"" data-group=""code:SPAN 1020"" >1020</a>. Degree credit not granted for this course and <a href=""/search/?p=SPAN%201010"" data-action=""result-detail"" data-group=""code:SPAN 1010"" >SPAN 1010</a> or <a href=""/search/?p=SPAN%201020"" data-action=""result-detail"" data-group=""code:SPAN 1020"" >SPAN 1020</a>.",5,,UGRD
SPAN 3002,Advanced Spanish Conversation,"Focuses on refining fluency in both informal and formal discourse through group discussions, class work and individual and group presentations in order to prepare students for communication in professional settings. To that end, the materials used in the course will emphasize themes and problems relevant to the contemporary Hispanic world. This course is designed for Spanish majors, minors and students seeking state certification as instructors of Spanish. Degree credit not granted for this course and <a href=""/search/?p=SPAN%203001"" data-action=""result-detail"" data-group=""code:SPAN 3001""  class=""notoffered"">SPAN 3001</a>.",3,,UGRD
